Categoria;Fabricante;Cód.;Modelo;Combustivel;2026;2025;2024;2023;2022;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002
TABELA B - CAMINHONETAS E UTILITARIOS;TOYOTA;202955,00;TOYOTA HILUX CS4X4;G;;;;;;;;;;;;R$ 88.015,00;R$ 82.987,00;R$ 76.211,00;R$ 65.549,00;R$ 62.643,00;R$ 59.377,00;R$ 56.270,00;R$ 53.110,00;R$ 46.273,00;R$ 40.033,00;R$ 31.728,00;;;
TABELA B - CAMINHONETAS E UTILITARIOS;TOYOTA;202954,00;TOYOTA HILUX CD4X2 SR;G;;;;;;;;;;;;R$ 76.827,00;R$ 70.559,00;R$ 64.803,00;R$ 61.718,00;R$ 60.620,00;R$ 50.802,00;R$ 48.217,00;R$ 46.714,00;R$ 45.261,00;R$ 43.216,00;R$ 40.161,00;;;
TABELA B - CAMINHONETAS E UTILITARIOS;TOYOTA;202953,00;TOYOTA HILUX CD4X4;G;;;;;;;;;;;;;R$ 78.981,00;R$ 74.051,00;R$ 69.881,00;R$ 65.886,00;R$ 61.334,00;R$ 57.441,00;R$ 56.559,00;R$ 54.529,00;R$ 52.573,00;R$ 50.686,00;;;
TABELA B - CAMINHONETAS E UTILITARIOS;TOYOTA;202952,00;TOYOTA HILUX CD4X2;G;;;;;;;;;;;;;;;R$ 69.799,00;R$ 67.886,00;R$ 54.856,00;R$ 53.076,00;R$ 50.947,00;R$ 48.474,00;R$ 47.036,00;R$ 40.145,00;;;
TABELA B - CAMINHONETAS E UTILITARIOS;TOYOTA;202951,00;TOYOTA HILUX CS4X2;G;;;;;;;;;;;;;;;R$ 58.092,00;R$ 55.173,00;R$ 48.063,00;R$ 46.107,00;R$ 39.417,00;R$ 35.618,00;R$ 32.251,00;R$ 25.224,00;;;
TABELA B - CAMINHONETAS E UTILITARIOS;TOYOTA;202950,00;TOYOTA HILUX CD4X4 SR;G;;;;;;;;;;;;R$ 100.525,00;R$ 94.787,00;R$ 87.056,00;R$ 81.666,00;R$ 75.804,00;R$ 70.361,00;R$ 65.311,00;R$ 60.622,00;R$ 56.270,00;R$ 52.231,00;R$ 46.671,00;;;
TABELA B - CAMINHONETAS E UTILITARIOS;TOYOTA;202961,00;TOYOTA HILUXSW4 SRV4X4;G;;;;;;;;;;;;R$ 132.465,00;R$ 124.902,00;R$ 121.133,00;R$ 117.477,00;R$ 99.880,00;R$ 79.656,00;R$ 72.748,00;R$ 70.073,00;R$ 66.016,00;R$ 62.193,00;R$ 58.593,00;;;
TABELA B - CAMINHONETAS E UTILITARIOS;TOYOTA;202991,00;TOYOTA HILUX SW4 4X2SR;G;;;;;;;;;;;;R$ 93.004,00;R$ 85.418,00;R$ 78.450,00;R$ 74.713,00;R$ 71.156,00;R$ 62.644,00;R$ 56.593,00;R$ 55.084,00;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;TOYOTA;223701,00;TOYOTA TUNDRA DBL SR5;G;;;;;;;;;;;;;;;;;;R$ 99.569,00;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;TOYOTA;223700,00;TOYOTA LAND CRUISER AR;G;;;;;;;;;;;;;;;;;;;;;;R$ 57.139,00;;;
TABELA B - CAMINHONETAS E UTILITARIOS;TOYOTA;203747,00;TOYOTA RAV4 20L 4X4;G;;;;;;;;;;;;R$ 102.453,00;R$ 94.094,00;R$ 86.417,00;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;TOYOTA;202997,00;TOYOTA 4RUNNER WAG SR5;G;;;;;;;;;;;;;;;;;;;;;;;;R$ 40.917,00;
TABELA B - CAMINHONETAS E UTILITARIOS;TOYOTA;202996,00;TOYOTA PRADO;G;;;;;;;;;;;;;;;;;R$ 82.004,00;;;;;;;;R$ 50.199,00
TABELA B - CAMINHONETAS E UTILITARIOS;TOYOTA;202995,00;TOYOTA RAV4 LTD;G;;;;;;;;;;;;R$ 75.809,00;;R$ 73.128,00;R$ 63.914,00;R$ 58.972,00;R$ 56.299,00;;R$ 40.565,00;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;TOYOTA;202994,00;TOYOTA PREVIA GL;G;;;;;;;;;;;;;;;R$ 58.638,00;R$ 55.285,00;;;R$ 40.565,00;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;TOYOTA;202993,00;TOYOTA SIENNA LTD AWD;G;;;;;;;;;;;;;;;R$ 86.805,00;R$ 81.842,00;;;R$ 47.446,00;;;;;R$ 30.643,00;
TABELA B - CAMINHONETAS E UTILITARIOS;TOYOTA;202992,00;TOYOTA HILUX CD4X4 STD;G;;;;;;;;;;;;R$ 77.779,00;R$ 75.172,00;R$ 72.878,00;R$ 70.732,00;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;TOYOTA;202977,00;TOYOTA SIENNA LE;G;;;;;;;;;;;;;;R$ 64.516,00;R$ 58.503,00;R$ 53.051,00;;R$ 47.512,00;R$ 38.960,00;R$ 36.576,00;R$ 30.402,00;;R$ 27.286,00;R$ 24.725,00;
TABELA B - CAMINHONETAS E UTILITARIOS;TOYOTA;202988,00;TOYOTA TACOMA P RUNNER;G;;;;;;;;;;;;;;;;;;;R$ 55.313,00;;;R$ 50.370,00;;;
TABELA B - CAMINHONETAS E UTILITARIOS;TOYOTA;202981,00;TOYOTA HIGHLANDER LMT;G;;;;;;;;;;;;;;;;;;;;R$ 57.590,00;;;;R$ 26.068,00;
TABELA B - CAMINHONETAS E UTILITARIOS;TOYOTA;202983,00;TOYOTA TUNDRA SR5 5.7;G;;;;;;;;;;;;;;;;;;;R$ 60.887,00;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;TOYOTA;202987,00;TOYOTA TACOMA X-RUNNER;G;;;;;;;;;;;;;;;;;;;R$ 55.438,00;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;TOYOTA;202989,00;TOYOTA SEQUOIA LTD 4WD;G;;;;;;;;;;;;;;;;;;;R$ 72.954,00;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;TOYOTA;202990,00;TOYOTA HIACE VAN;D;;;;;;;;;;;;;;;;;;;R$ 50.581,00;;;R$ 38.585,00;;;
TABELA B - CAMINHONETAS E UTILITARIOS;TOYOTA;202984,00;TOYOTA HIGHLANDER 4WD;G;;;;;;;;;;;;;;;R$ 100.849,00;R$ 95.082,00;;;;R$ 58.353,00;;;;;R$ 24.318,00
TABELA B - CAMINHONETAS E UTILITARIOS;TROLLER;243100,00;T4 TDI;G;;;;;;;;;;;;;;R$ 76.250,00;R$ 73.845,00;;;;;;;R$ 46.601,00;R$ 43.705,00;R$ 39.580,00;R$ 36.139,00
TABELA B - CAMINHONETAS E UTILITARIOS;TROLLER;243106,00;PANTANAL LD S4CH;G;;;;;;;;;;;;;;;;;;;;;R$ 31.275,00;R$ 28.275,00;;;
TABELA B - CAMINHONETAS E UTILITARIOS;TROLLER;243110,00;T4 XLT 3.2;G;;;;;;;;;;;R$ 110.343,00;R$ 100.475,00;R$ 98.484,00;;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;TROLLER;243102,00;T4 TDI 3.0;G;;;;;;;;;;;;;;;R$ 67.140,00;R$ 63.305,00;R$ 58.934,00;R$ 55.193,00;R$ 51.695,00;R$ 48.483,00;R$ 46.743,00;R$ 45.066,00;;;
TABELA B - CAMINHONETAS E UTILITARIOS;TROLLER;243103,00;PANTANAL LD S4CA;G;;;;;;;;;;;;;;;;;;;;;R$ 31.275,00;R$ 28.275,00;;;
TABELA B - CAMINHONETAS E UTILITARIOS;URI;223600,00;URI DESERT RUN 3.0 TD;D;;;;;;;;;;;;;;;;;;;;R$ 30.715,00;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VM;203923,00;VM AMAROK PICKUPECIA;G;;;;;;;;;;;;;R$ 76.840,00;;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;215299,00;VOLKSWAGEN;G;;;;;;;;;;;;;;;;;;;;;;;;R$ 13.830,00;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203489,00;NOVA SAVEIRO TL MBVD;G;;;;;;;;;;;R$ 42.427,00;;;;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203467,00;SAVEIRO PICKUPECIA CS;G;;;;;;;;;;;R$ 34.772,00;R$ 32.205,00;R$ 29.826,00;R$ 27.379,00;R$ 26.158,00;R$ 25.013,00;R$ 23.644,00;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203487,00;NOVA SAVEIRO RB MBVS;G;;;;;;;;;;;R$ 36.135,00;;;;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203460,00;SAVEIRO 1.6 CS TROOP.;G;;;;;;;;;;;;;;R$ 30.081,00;R$ 28.791,00;R$ 26.905,00;R$ 22.752,00;R$ 21.885,00;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203461,00;SAVEIRO 1.6 CS;G;;;;;;;;;;;;;;R$ 26.758,00;R$ 25.000,00;R$ 23.806,00;R$ 20.544,00;R$ 20.218,00;;;;;;;R$ 13.530,00
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203463,00;SAVEIRO 1.6 CE CROSS;G;;;;;;;;;;;;;;R$ 30.208,00;R$ 28.977,00;R$ 27.835,00;R$ 26.286,00;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203464,00;SAVEIRO FUNERAL ELMAZ;G;;;;;;;;;;;;;;R$ 29.014,00;R$ 27.633,00;R$ 26.318,00;R$ 23.052,00;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203475,00;SAVEIRO CE CROSS MA;G;;;;;;;;;;;R$ 53.324,00;R$ 42.081,00;R$ 40.031,00;;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203466,00;SAVEIRO RONTAN AMB;G;;;;;;;;;;;;;R$ 33.157,00;R$ 32.955,00;R$ 31.301,00;R$ 29.578,00;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203456,00;SAVEIRO ELMAZ AMB;G;;;;;;;;;;;;;;;;;;;R$ 19.321,00;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203468,00;SAVEIRO MARIMAR AMB;G;;;;;;;;;;;;R$ 35.527,00;R$ 32.628,00;R$ 29.966,00;R$ 27.521,00;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203469,00;SAVEIRO ESPECIAL;G;;;;;;;;;;;;R$ 24.329,00;;R$ 22.268,00;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203471,00;NOVA SAVEIRO CS;G;;;;;;;;;;;;;R$ 29.140,00;R$ 28.171,00;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203472,00;NOVA SAVEIRO CE;G;;;;;;;;;;;;;R$ 32.520,00;R$ 30.805,00;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203473,00;NOVA SAVEIRO CE TROOP;G;;;;;;;;;;;;;R$ 35.448,00;R$ 32.754,00;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203440,00;SAVEIRO 1.6 SPORTLINE;G;;;;;;;;;;;;;;;;;;;;;R$ 18.068,00;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203465,00;SAVEIRO 1.6 ENGESIG A;G;;;;;;;;;;;;;R$ 31.173,00;R$ 28.630,00;R$ 27.623,00;R$ 25.606,00;;;;;;;;;R$ 12.088,00
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203449,00;SAVEIRO TRANSFORM;G;;;;;;;;;;;;;R$ 27.770,00;R$ 25.503,00;R$ 24.465,00;R$ 23.071,00;R$ 21.757,00;R$ 20.517,00;R$ 19.350,00;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203441,00;SAVEIRO VIDA AMB;G;;;;;;;;;;;R$ 31.648,00;R$ 29.842,00;R$ 28.139,00;R$ 26.800,00;R$ 25.524,00;R$ 24.310,00;R$ 21.308,00;R$ 19.300,00;R$ 18.194,00;R$ 16.945,00;R$ 15.618,00;R$ 15.135,00;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203442,00;SAVEIRO TECFORM AB1;G;;;;;;;;;;;R$ 39.284,00;R$ 36.079,00;R$ 33.136,00;R$ 30.432,00;R$ 29.472,00;R$ 27.640,00;R$ 24.263,00;R$ 22.566,00;R$ 21.385,00;R$ 19.831,00;R$ 19.128,00;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203443,00;SAVEIRO MODIFICAR AB1;G;;;;;;;;;;;R$ 39.233,00;R$ 36.033,00;R$ 33.092,00;R$ 30.392,00;R$ 28.947,00;R$ 27.569,00;R$ 23.679,00;R$ 22.027,00;R$ 20.878,00;R$ 20.062,00;;R$ 17.475,00;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203444,00;S GREENCAR AMB M12;G;;;;;;;;;;;R$ 27.090,00;;R$ 24.259,00;R$ 22.958,00;R$ 20.602,00;R$ 19.556,00;R$ 17.972,00;R$ 16.782,00;R$ 15.844,00;R$ 14.475,00;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203445,00;SAVEIRO UNIVIDAS AMB;G;;;;;;;;;;;;;R$ 30.671,00;R$ 29.095,00;R$ 25.552,00;R$ 22.456,00;R$ 20.513,00;R$ 19.313,00;R$ 18.184,00;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203446,00;SAVEIRO 1.6 TITAN;G;;;;;;;;;;;;;;;;;;R$ 19.506,00;R$ 17.906,00;R$ 16.117,00;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203458,00;SAVEIRO 1.6 CE;G;;;;;;;;;;;;;;R$ 30.224,00;R$ 28.250,00;R$ 26.517,00;R$ 22.175,00;R$ 21.629,00;R$ 20.514,00;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203448,00;SAVEIRO 1.6 SURF;G;;;;;;;;;;;;;;;;;;R$ 24.661,00;R$ 20.988,00;R$ 19.683,00;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;224900,00;SAVEIRO PLV FN;G;;;;;;;;;;;R$ 36.477,00;;;;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203450,00;SAVEIRO SPECIAL;G;;;;;;;;;;;;;;R$ 22.711,00;;;;R$ 18.860,00;R$ 17.458,00;R$ 15.181,00;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203451,00;WILLIAM SAVEIRO AMB;G;;;;;;;;;;;;R$ 38.446,00;R$ 35.308,00;R$ 32.427,00;R$ 30.883,00;R$ 29.413,00;R$ 25.266,00;R$ 23.505,00;R$ 21.799,00;R$ 20.297,00;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203452,00;SAVEIRO UNIVIDAS;G;;;;;;;;;;;;;;;;;;;;;;;;;R$ 14.247,00
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203453,00;SAVEIRO ATHOS AMB;G;;;;;;;;;;;;;;;;;;R$ 22.858,00;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203455,00;SAVEIRO ELMAZ FUNERAL;G;;;;;;;;;;;;;;;;;;R$ 22.023,00;R$ 20.603,00;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203476,00;SAVEIRO CS ST MB;G;;;;;;;;;;;R$ 34.231,00;R$ 31.465,00;R$ 30.085,00;;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203447,00;SAVEIRO 1.8 SURF;G;;;;;;;;;;;;;;;;;;;R$ 24.606,00;R$ 22.758,00;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203916,00;VW AMAROK AUTOMAR AMB;G;;;;;;;;;;;;;R$ 76.763,00;R$ 72.571,00;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203908,00;VW AMAROK CD 4X2;G;;;;;;;;;;;;;;;R$ 68.072,00;R$ 61.982,00;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203909,00;VW AMAROK CS 4X4;G;;;;;;;;;;;;;;;R$ 60.471,00;R$ 58.364,00;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203910,00;VW AMAROK CS 4X2;G;;;;;;;;;;;;;;;R$ 57.968,00;R$ 56.383,00;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203912,00;VW AMAROK CS 4X2 S;G;;;;;;;;;;;;;R$ 65.528,00;R$ 58.946,00;R$ 57.323,00;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203913,00;VW AMAROK CS 4X4 S;G;;;;;;;;;;;R$ 80.481,00;R$ 75.765,00;R$ 69.053,00;R$ 64.810,00;R$ 63.771,00;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203474,00;NOVA SAVEIRO CE CROSS;G;;;;;;;;;;;;;R$ 39.327,00;R$ 34.173,00;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203915,00;VW AMAROK CD 4X2 S;G;;;;;;;;;;;;;;R$ 73.356,00;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203904,00;VW AMAROK;G;;;;;;;;;;;;;;;;;R$ 59.404,00;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203919,00;VW AMAROK PAT. SE II;D;;;;;;;;;;;;;R$ 73.907,00;R$ 71.564,00;R$ 69.293,00;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203921,00;VW AMAROK PAT. SE III;D;;;;;;;;;;;;R$ 92.507,00;R$ 86.838,00;;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203927,00;VW AMAROK MARIMAR AMB;G;;;;;;;;;;;;;R$ 78.178,00;;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203928,00;ZILK PICK UP;G;;;;;;;;;;;;;R$ 32.804,00;;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203930,00;VW AMAROK S CS CH MA4;G;;;;;;;;;;;;R$ 89.848,00;;;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203999,00;GOL;G;;;;;;;;;;;;;;;;;;;R$ 14.539,00;;R$ 13.287,00;R$ 11.431,00;R$ 10.906,00;R$ 10.142,00;R$ 8.742,00
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203914,00;VW AMAROK CD 4X4 S;G;;;;;;;;;;;R$ 100.846,00;R$ 82.474,00;R$ 77.548,00;R$ 73.187,00;R$ 69.106,00;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203488,00;NOVA SAVEIRO TL MBVS;G;;;;;;;;;;;R$ 36.374,00;;;;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203477,00;SAVEIRO CS TL MB;G;;;;;;;;;;;R$ 35.527,00;R$ 33.526,00;R$ 32.625,00;;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203478,00;SAVEIRO CE TL MB;G;;;;;;;;;;;R$ 41.447,00;R$ 37.153,00;R$ 35.032,00;;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203479,00;SAVEIRO CD HL MB;G;;;;;;;;;;;R$ 51.107,00;R$ 47.124,00;R$ 44.770,00;;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203480,00;SAVEIRO CD TL MB;G;;;;;;;;;;;R$ 42.333,00;R$ 38.461,00;R$ 35.333,00;;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203481,00;SAVEIRO CD CROSS MA;G;;;;;;;;;;;R$ 55.709,00;R$ 50.022,00;R$ 46.965,00;;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203482,00;SAVEIRO CS SURF MB;G;;;;;;;;;;;R$ 42.343,00;R$ 38.381,00;R$ 36.190,00;;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203907,00;VW AMAROK CD 4X4;G;;;;;;;;;;;;;;;R$ 68.710,00;R$ 65.905,00;R$ 64.658,00;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203485,00;NOVA SAVEIRO PRO FN;G;;;;;;;;;;;R$ 38.172,00;R$ 35.452,00;;;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203905,00;VW AMAROK CD 4X4 SE;G;;;;;;;;;;;R$ 101.581,00;R$ 89.630,00;R$ 79.279,00;R$ 71.731,00;R$ 65.742,00;R$ 63.994,00;R$ 61.627,00;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203490,00;NOVA SAVEIRO TL MBVE;G;;;;;;;;;;;R$ 41.447,00;;;;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203491,00;NOVA SAVEIRO HL MBVD;G;;;;;;;;;;;R$ 51.165,00;;;;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203901,00;GOL FURGAO;G;;;;;;;;;;;;;;;;;;;R$ 13.316,00;;R$ 11.936,00;R$ 11.303,00;R$ 10.773,00;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203902,00;VW AMAROK CD 4X4 HIGH;G;;;;;;;;;;;R$ 120.232,00;R$ 113.187,00;R$ 97.161,00;R$ 81.546,00;R$ 75.959,00;R$ 69.397,00;R$ 65.467,00;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203903,00;VW AMAROK CD 4X4 TREND;G;;;;;;;;;;;R$ 102.258,00;R$ 94.700,00;R$ 87.700,00;R$ 73.302,00;R$ 70.733,00;R$ 65.033,00;R$ 59.491,00;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203457,00;SAVEIRO SOBERANA A CH;G;;;;;;;;;;;R$ 34.763,00;R$ 33.317,00;R$ 31.601,00;R$ 29.023,00;R$ 27.641,00;R$ 26.325,00;R$ 21.925,00;R$ 20.745,00;R$ 20.221,00;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203484,00;SAVEIRO CD ROCK MB;G;;;;;;;;;;;;R$ 49.132,00;;;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203308,00;KOMBI LOTACAO;G;;;;;;;;;;;;;;;;;;;;;R$ 15.754,00;;R$ 13.402,00;;R$ 11.584,00
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203318,00;VW TRANSPORTER KOMBI;D;;;;;;;;;;;;;;R$ 33.093,00;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203033,00;VW TIGUAN 2.0 TURBO;G;;;;;;;;;;;;;;;R$ 71.192,00;R$ 67.163,00;R$ 63.361,00;R$ 59.775,00;R$ 57.631,00;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203034,00;VW MULTIVAN HIGH;G;;;;;;;;;;;;;;R$ 140.959,00;;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203036,00;VW TOUAREG 2.5 TDI;D;;;;;;;;;;;;;;;;;;;;;;;R$ 40.236,00;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203099,00;VOLKSWAGEN;G;;;;;;;;;;;;;;;;R$ 16.854,00;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203300,00;KOMBI;G;;;;;;;;;;;;;;R$ 30.099,00;R$ 28.665,00;R$ 27.300,00;R$ 23.571,00;R$ 21.211,00;R$ 19.094,00;R$ 17.362,00;R$ 14.832,00;R$ 13.245,00;R$ 12.768,00;R$ 12.565,00;R$ 11.745,00
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203301,00;KOMBI FURGAO;G;;;;;;;;;;;;;;R$ 30.099,00;R$ 28.665,00;R$ 27.300,00;R$ 23.571,00;R$ 21.211,00;R$ 19.094,00;R$ 17.362,00;R$ 14.832,00;R$ 13.245,00;R$ 12.768,00;R$ 12.565,00;R$ 11.745,00
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203302,00;KOMBI PICK UP;G;;;;;;;;;;;;;;;;;;;;R$ 20.770,00;R$ 17.324,00;R$ 16.047,00;R$ 15.381,00;R$ 14.660,00;R$ 13.776,00
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203031,00;VW MULTIVAN;G;;;;;;;;;;;;;;;R$ 99.398,00;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203307,00;KOMBI ESCOLAR;G;;;;;;;;;;;;;;;;;;R$ 20.202,00;R$ 19.029,00;R$ 18.003,00;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203030,00;VW MULTIVAN COMFORTLIN;G;;;;;;;;;;;;R$ 174.591,00;;;R$ 170.778,00;;;;;;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203310,00;KOMBI FURGAO S;G;;;;;;;;;;;;;;;;;;;;;R$ 14.293,00;R$ 13.436,00;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203311,00;KOMBI S;G;;;;;;;;;;;;;;;;;;;;R$ 17.104,00;;R$ 14.556,00;R$ 13.905,00;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203312,00;KOMBI SERIE PRATA;G;;;;;;;;;;;;;;;;;;;;;;R$ 15.585,00;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203313,00;KOMBI EDICAO 50 ANOS;G;;;;;;;;;;;;;;;;;;;;R$ 18.718,00;;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203314,00;KOMBI TOPLINE;G;;;;;;;;;;;;;;;;;;;;R$ 18.121,00;R$ 15.081,00;;;;
TABELA B - CAMINHONETAS E UTILITARIOS;VOLKSWAGEN;203315,00;KOMBI CAMAR COMERCIO;G;;;;;;;;;;;;;;;;;;R$ 21.231,00;;;R$ 14.985,00;R$ 13.702,00;R$ 13.307,00;;R$ 11.878,00
